"selection1_name","selection1_url","selection1_selection2_name","selection1_selection2_selection3"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Davide S.","Disgusting customer service!
I ordered a ""2-star"" pineapple fried rice for pick up and the restaurant made the order incorrectly; the ticket on the to-go bag actually read, ""4-star"". I generally never go out of my way to send food back at restaurants but the food was inedible due to how spicy it was. So, I called and informed them of the mistake, to which she clearly said that if I returned the uneaten meal, she would remake my order and refund my money. Sadly, she did neither of these but lied to me and disrespected me instead.
I returned to the restaurant and also returned the uneaten food as instructed. She took the food to the back and after a few minutes the female employee came out and gave me the ""new order"" of fried rice. I inspected the container and to my discovery, realized she just buried the old order with more steamed rice. I believe she tried to mix it up in attempts to dilute the spice but I could blatantly see that the rice on top was white and the rice below it was still smothered in chili flakes. I took a taste test to verify and it was still incredibly spicy. Keep in mind she was standing next to me the whole time. I called her out and told her that the order was not fresh and still spicy. She said I was wrong and that if I wanted a new order I had to pay. (Please understand that the initial situation was the restaurant getting my order wrong.)
In attempts to just get out of there, I asked if she could refund my order like she stated on the phone. Of course, she said that I could not be refunded and keep the food. quote: ""No, if you want a refund you have to give me the rice. You can't have both. If you want I'll give you a refund and you can go around the corner and eat at McDonald's.""
....dead
Simple economics consists of a trade of goods and services for money. I had an agreement with Jai Thai to exchange money for food but the food I was given was not what I had asked for. Because of this we both made a verbal agreement to alleviate the matter by me exchanging the incorrect order for a correct one and to also be refunded my money. I didn't receive a refund nor did I receive the correct order, instead I was lied to and disrespected. Why would you lie and make me go back if you were not going to return my food? Terrible business."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Thomas W.","2 check-ins"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Nick W.","We came here with a friend because it was within walking distance of his work. We got the fresh spring rolls, Tom kha soup, and should've stopped there. They were fresh and actually some of the better dishes I've had. The spring rolls had good flavor and came with a nice soy hoisin sauce! The Tom kha had a nice acidity and was delightfully sweet. However, then the fun ended. We got the Panang curry, pineapple curry, and ""phad see lew..."" well the curries tasted exactly the same except you added a can of pineapple pieces to one of them. I wouldn't be upset if the curry base was tasty. But it had only one note and was overly sweet. The noodles were fine, a little bland and underwhelming. Not worth returning for. I wouldn't come back for the price or food. However, I would like to end on a good note by saying the service was pleasant and attentive."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Jessy R.","This has happened to me twice now! First time: I call and the line is busy, I tried like five times and gave up.
Today I called and was put on hold for five minutes and then the line went dead and I tried to call back and the line was busy. I walked there and she said it was because it was busy but there was one table when I walked in?
Around 5:30 July 5"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Susan B.","It's not worth it, don't order from here! There are way better places for as good a deal or better.
I ordered the drunken noodles, crab delight appetizer, and black rice pudding dessert. Crab appetizer was crunchy but the filling had no flavor and a nauseating texture. Noodles were ok, but the meat in them (I got beef and chicken) was dry, tough, and flavorless like old leather. Maybe getting the noodles with only vegetables would be ok, but still not great as the noodles and sauce were very mediocre. The pudding was excessively, sickeningly sweet.
Overall a waste of money, I ate barely a quarter of each item and threw the rest away. 2 stars only because the noodles (without the meat) were not terrible, and if I had ordered them that way, I might have somewhat enjoyed them."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Terry C.","Came in for some take out but stood by the bar and had a drink while I waited only to discover live stand up! Never knew they had that, so needless to say the time spent waiting was very entertaining. And Brad the bartender was very nice and accommodating"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Victoria H.","Gosh, I don't even know what to say here. I went to Jai Thai once, and it was a one and done for me.
The food was AMAZING, but the service was HORRENDOUS. The only reason I am giving the place two stars is because of the food. The moment we sat down in the restaurant, we were literally ignored and they did not even acknowledge us. I had to asked to be served. Also, the serving staff did not come and check on us at all. In order to get a refill on my drink, I had to literally get up away from my table and ask the server to please refill my soda. The service was COMICALLY horrible. They placed an order that no one in the entire restaurant or to-go had ordered. The server said ""I must have placed that order on accident."" She was running around like a chicken with her head cut off, and all I could do was laugh at the ridiculousness and incompetence that was happening right before my eyes. A process from sit down to exit that in a decent restaurant, takes an hour, took us over two just to eat and get out at Jai Thai, and there was hardly anyone there!
I had the fried rice with beef and it was delicious. HOWEVER, the spring rolls were another story. They were so greasy, it tasted like I was eating a can of Crisco, literally. It was awful.
Overall, customer service is HORRIBLE, and again I say HORRIBLE. However, the food is actually good Thai food, in my opinion.
The choice is yours and your gamble if you choose to eat at Jai Thai."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=8sZ27zjv8tYxEmx_0dngrA&campaign_id=gLYfYKbfPF86XRBIGLz1Rw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-8&request_id=dd64323b485d304a&signature=984a5574dfddaae0d0e48d5bc4ae647a8c4b4c712961469bcd244902b3be4bd4&slot=0","Suppakorn W.","Food is too sweet. I've ordered multiple things from this restaurant from Panang curry to Tom Yum soup to Tom Kha soup. Everything is too sweet. In addition, the restaurant messed up my Grubhub order, I ordered Phad Prik King and they delivered me Phad Prik. Two completely different things, yet they argued that I ordered it wrong. I really wanted to like this place because it opens late and they deliver, but I couldn't. I won't be returning."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Shawnti J.","2 check-ins"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Evie L.","1 check-in"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Paulina H.","1 check-in"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Harley P.","Extremely salty dishes. Wow, just sooooo salty. I thought it's chef's mistake but after 2 visits, it was confirmed. The chef loves to over salt everything. It's not a mistake. I don't know how my kidneys are gonna become if I eat here once a week...."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Sabrina M.",""
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Lawrence L.",""
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Kalpana R.","First to Review"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Kristine M.","What a great Thai restaurant to bring your family or large groups of friends! The food portions are huge and everything we ordered was so delicious / fairly priced. We ordered curry, pad kee mao, papaya salad.. and a few other entrees and we were very pleased with everything. The service was on point, and the environment is great for conversation."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Paul S.","Don't Play The Fool
I just paid $17 out the door for a plate of noodles and rice with a little curry on the side. The total paid included a $2 premium for prawns of which there were 3 medium small ones.
Here's a news flash from someone who's been in the U District for 8 years. When your clients are mostly students, you must offer real value consistently and not ever be stingy. Restaurants that don't ""get"" this don't last on our Ave. These clowns won't either."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Jurarut C.","We made a bad choice coming in here. Came in and the staff was disgusting in thai, how a table had just walked out without paying.
We were seated at a table that was not clean. Then the waitress walked away and did not return with our menus or waters. When she returned she asked what we wanted to order. Then she finally realized that she had forgotten our menus. Then we asked if our table could be wiped down again because it was so sticky.
I ordered a dish for my daughter that came with sticky rice. She came back after put in our order to see if it was ok to sub the sticky rice with jasmin rice. I told her that was fine. She was not 4eally aware of what is available. The kitchen probably did not want to make the sticky rice since it takes so long.
I watched as she sat another large party where their table was not clean either. Then usually menus are either presented to the diners in hand or ibfront of them. She just handed a stack of menus to one person to hand out to everyone.
Finally one of our food items came after about 15 minutes (not bad) wich was the pork skewers. The skewers were warm rather than hot.
I was just not impressed with service and food was was too salty."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Jacob H.","I long for a Thai restaurant where ""spicy"" actually means spicy. I've had spicier spaghetti noodles."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Terran W.","1 check-in"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Ekarat K.",""
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","MB E.","The worst Thai food I have ever had. My food was cold in the middle. Very disappointing. No flavor and the vegetables were barely cooked."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Kyler H.","This was a phenomenal experience! My friend and I went in for mango sticky rice dessert and were blown away. The entire staff was friendly and went above and beyond for us. After ordering the mango sticky rice, we saw the cooks working in the open format kitchen as we sat at the adjoining bar. They kept cutting open mangos and throwing them away which was curious to us. In the end, they said that all the mangos they had were either too ripe when they cut them open or not ripe enough to try to prepare. To compensate, a cook left the restaurant, went to a market up the street, and purchased fresh ripe mangoes for our dish. It was incredibly nice of them and exhibited such a high level of service and care for their customers. On top of the welcoming staff and amazing service, the sticky rice itself was delicious! Not too sweet and beautifully complemented by the fresh ripe mango. We will definitely be returning!"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Casey M.","I ordered via Postmates so I can't speak to the service, but my food was really bland. I was disappointed I ordered from this place."
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Vivian C.",""
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Sami J.","I had a friend recommend this place for a good Thai spot while I was in town visiting.... my friend is wrong. Good?!? This place is phenomenal, the atmosphere, the service and of course the food is just on another level! I live in Houston, Texas and there is no shortage of diverse high end food, our Asian restaurants compete with NYC and LA in this regard. However, I have to say I was shocked by the quality and presentation of the food! Next time I'm in the area I will definitely be making a stop here!!"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Kayla G.","This place should seriously have a much higher rating! I've been in twice now and the food and service is consistently great! I came here for lunch and ordered their combo both times with pad Thai and panang curry (which is awesome that they offer to begin with because it's a perfect portion size for one person, you get 2 dishes, and it's very affordable) plus a Thai iced tea. The food is delicious and comes out super quick! I sat by the ""bar"" where you can watch them cook/prepare the food which is cool. Honestly though, the best part is the staff. There's a young woman that is usually holding down the fort at lunch time and she's the BEST! She is so sweet and friendly. She's attentive and makes sure your food and bill comes out quick, which is especially appreciated at lunch. She also gave me a free side of rice when I got the rest of my food to go. The cook staff is also very friendly (I could talk to them since the bar seating is right next to the kitchen). When she got busy, they filled in the gap to see how they could help. I have nothing bad to say about this place and it will continue to be a regular lunch spot for me!"
"Jai Thai","https://www.yelp.com/adredir?ad_business_id=HkYxr8dOQtZn5T-nR3QBJw&campaign_id=UrdykdgZlcw7WFB3AFt9xw&click_origin=search_results&placement=above_search&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fjai-thai-seattle-10&request_id=dd64323b485d304a&signature=8acc67f0aea837acc507f0e102beb849226990ea60f5df120cd1fb57148ad52a&slot=1","Autumn B.","I'm surprised of the remodel from the old Thai restaurant. It looks much larger inside and it looks great. I tried to crab rangoons (or however you spell it), pad thai, pad kra pow, and tom yum. It was all very flavorful and the portions are big."
"The Pink Door","https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food","Kevin M.","1 check-in"
"The Pink Door","https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food","Ryan J.","2 check-ins"
"The Pink Door","https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food","Daisy V.",""
"The Pink Door","https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food","Tamara D.","1 check-in"
"The Pink Door","https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food","Sebastian T.",""
"The Pink Door","https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food","Maggie S.",""
"The Pink Door","https://www.yelp.com/biz/the-pink-door-seattle-4?osq=Italian+Food","Subail S.","2 check-ins"
